data,cota_obs_cm
2015-07-19,270.0
2015-07-20,253.0
2015-07-21,243.0
2015-07-22,229.0
2015-07-23,224.0
2015-07-24,218.0
2015-07-25,213.0
2015-07-26,199.0
2015-07-27,195.0
2015-07-28,188.0
2015-07-29,178.0
2015-07-30,168.0
2015-07-31,158.0
2015-08-01,148.0
2015-08-02,138.0
2015-08-03,129.0
2015-08-04,126.0
2015-08-05,123.0
2015-08-06,120.0
2015-08-07,118.0
2015-08-08,116.0
2015-08-09,114.0
2015-08-10,114.0
2015-08-11,119.0
2015-08-12,120.0
2015-08-13,118.0
2015-08-14,118.0
2015-08-15,116.0
2015-08-16,114.0
2015-08-17,112.0
2015-08-18,110.0
2015-08-19,108.0
2015-08-20,106.0
2015-08-21,105.0
2015-08-22,105.0
2015-08-23,106.0
2015-08-24,111.0
2015-08-25,114.0
2015-08-26,117.0
2015-08-27,118.0
2015-08-28,116.0
2015-08-29,114.0
2015-08-30,112.0
2015-08-31,110.0
2015-09-01,110.0
2015-09-02,109.0
2015-09-03,113.0
2015-09-04,123.0
2015-09-05,133.0
2015-09-06,143.0
2015-09-07,155.0
2015-09-08,169.0
2015-09-09,177.0
2015-09-10,183.0
2015-09-11,189.0
2015-09-12,198.0
2015-09-13,185.0
2015-09-14,159.0
2015-09-15,155.0
2015-09-16,152.0
2015-09-17,143.0
2015-09-18,137.0
2015-09-19,133.0
2015-09-20,127.0
2015-09-21,119.0
2015-09-22,116.0
2015-09-23,114.0
2015-09-24,112.0
2015-09-25,108.0
2015-09-26,108.0
2015-09-27,123.0
2015-09-28,149.0
2015-09-29,158.0
2015-09-30,168.0
2015-10-01,174.0
2015-10-02,172.0
2015-10-03,163.0
2015-10-04,157.0
2015-10-05,151.0
2015-10-06,148.0
2015-10-07,137.0
2015-10-08,135.0
2015-10-09,155.0
2015-10-10,175.0
2015-10-11,188.0
2015-10-12,181.0
2015-10-13,172.0
2015-10-14,177.0
2015-10-15,174.0
2015-10-16,169.0
2015-10-17,163.0
2015-10-18,153.0
2015-10-19,143.0
2015-10-20,133.0
2015-10-21,170.0
2015-10-22,220.0
2015-10-23,244.0
2015-10-24,259.0
2015-10-25,247.0
2015-10-26,223.0
2015-10-27,195.0
2015-10-28,175.0
2015-10-29,163.0
2015-10-30,172.0
2015-10-31,177.0
2015-11-01,188.0
2015-11-02,198.0
2015-11-03,198.0
2015-11-04,208.0
2015-11-05,225.0
2015-11-06,245.0
2015-11-07,235.0
2015-11-08,223.0
2015-11-09,213.0
2015-11-10,195.0
2015-11-11,200.0
2015-11-12,197.0
2015-11-13,198.0
2015-11-14,208.0
2015-11-15,198.0
2015-11-16,185.0
2015-11-17,165.0
2015-11-18,153.0
2015-11-19,165.0
2015-11-20,185.0
2015-11-21,205.0
2015-11-22,230.0
2015-11-23,255.0
2015-11-24,285.0
2015-11-25,295.0
2015-11-26,275.0
2015-11-27,255.0
2015-11-28,235.0
2015-11-29,218.0
2015-11-30,215.0
2015-12-01,209.0
2015-12-02,255.0
2015-12-03,268.0
2015-12-04,255.0
2015-12-05,243.0
2015-12-06,213.0
2015-12-07,225.0
2015-12-08,235.0
2015-12-09,218.0
2015-12-10,209.0
2015-12-11,203.0
2015-12-12,193.0
2015-12-13,175.0
2015-12-14,168.0
2015-12-15,158.0
2015-12-16,143.0
2015-12-17,133.0
2015-12-18,123.0
2015-12-19,113.0
2015-12-20,205.0
2015-12-21,188.0
2015-12-22,178.0
2015-12-23,165.0
2015-12-24,145.0
2015-12-25,145.0
2015-12-26,190.0
2015-12-27,245.0
2015-12-28,285.0
2015-12-29,310.0
2015-12-30,335.0
2015-12-31,355.0
2016-01-01,383.0
2016-01-02,305.0
2016-01-03,285.0
2016-01-04,269.0
2016-01-05,257.0
2016-01-06,230.0
2016-01-07,195.0
2016-01-08,175.0
2016-01-09,155.0
2016-01-10,220.0
2016-01-11,290.0
2016-01-12,348.0
2016-01-13,330.0
2016-01-14,295.0
2016-01-15,275.0
2016-01-16,255.0
2016-01-17,235.0
2016-01-18,210.0
2016-01-19,185.0
2016-01-20,165.0
2016-01-21,148.0
2016-01-22,138.0
2016-01-23,128.0
2016-01-24,122.0
2016-01-25,119.0
2016-01-26,115.0
2016-01-27,111.0
2016-01-28,109.0
2016-01-29,107.0
2016-01-30,105.0
2016-01-31,105.0
2016-02-01,105.0
2016-02-02,185.0
2016-02-03,165.0
2016-02-04,145.0
2016-02-05,125.0
2016-02-06,128.0
2016-02-07,143.0
2016-02-08,153.0
2016-02-09,165.0
2016-02-10,189.0
2016-02-11,255.0
2016-02-12,235.0
2016-02-13,210.0
2016-02-14,205.0
2016-02-15,203.0
2016-02-16,205.0
2016-02-17,225.0
2016-02-18,235.0
2016-02-19,215.0
2016-02-20,195.0
2016-02-21,285.0
2016-02-22,305.0
2016-02-23,310.0
2016-02-24,275.0
2016-02-25,255.0
2016-02-26,235.0
2016-02-27,215.0
2016-02-28,195.0
2016-02-29,175.0
2016-03-01,178.0
2016-03-02,168.0
2016-03-03,158.0
2016-03-04,148.0
2016-03-05,138.0
2016-03-06,129.0
2016-03-07,123.0
2016-03-08,113.0
2016-03-09,109.0
2016-03-10,109.0
2016-03-11,137.0
2016-03-12,135.0
2016-03-13,135.0
2016-03-14,137.0
2016-03-15,135.0
2016-03-16,134.0
2016-03-17,131.0
2016-03-18,128.0
2016-03-19,126.0
2016-03-20,124.0
2016-03-21,126.0
2016-03-22,129.0
2016-03-23,128.0
2016-03-24,124.0
2016-03-25,120.0
2016-03-26,118.0
2016-03-27,116.0
2016-03-28,118.0
2016-03-29,121.0
2016-03-30,124.0
2016-03-31,124.0
2016-04-01,122.0
2016-04-02,119.0
2016-04-03,115.0
2016-04-04,112.0
2016-04-05,110.0
2016-04-06,108.0
2016-04-07,106.0
2016-04-08,105.0
2016-04-09,113.0
2016-04-10,119.0
2016-04-11,116.0
2016-04-12,114.0
2016-04-13,112.0
2016-04-14,110.0
2016-04-15,109.0
2016-04-16,107.0
2016-04-17,105.0
2016-04-18,103.0
2016-04-19,101.0
2016-04-20,100.0
2016-04-21,100.0
2016-04-22,100.0
2016-04-23,100.0
2016-04-24,100.0
2016-04-25,100.0
2016-04-26,115.0
2016-04-27,125.0
2016-04-28,119.0
2016-04-29,113.0
2016-04-30,108.0
2016-05-01,106.0
2016-05-02,104.0
2016-05-03,102.0
2016-05-04,101.0
2016-05-05,100.0
2016-05-06,100.0
2016-05-07,100.0
2016-05-08,100.0
2016-05-09,104.0
2016-05-10,109.0
2016-05-11,113.0
2016-05-12,113.0
2016-05-13,105.0
2016-05-14,103.0
2016-05-15,101.0
2016-05-16,129.0
2016-05-17,127.0
2016-05-18,128.0
2016-05-19,119.0
2016-05-20,131.0
2016-05-21,190.0
2016-05-22,220.0
2016-05-23,270.0
2016-05-24,335.0
2016-05-25,310.0
2016-05-26,275.0
2016-05-27,245.0
2016-05-28,215.0
2016-05-29,180.0
2016-05-30,153.0
2016-05-31,147.0
2016-06-01,160.0
2016-06-02,207.0
2016-06-03,185.0
2016-06-04,173.0
2016-06-05,185.0
2016-06-06,175.0
2016-06-07,150.0
2016-06-08,147.0
2016-06-09,136.0
2016-06-10,128.0
2016-06-11,120.0
2016-06-12,118.0
2016-06-13,117.0
2016-06-14,115.0
2016-06-15,114.0
2016-06-16,112.0
2016-06-17,110.0
2016-06-18,140.0
2016-06-19,144.0
2016-06-20,162.0
2016-06-21,187.0
2016-06-22,229.0
2016-06-23,265.0
2016-06-24,295.0
2016-06-25,265.0
2016-06-26,235.0
2016-06-27,195.0
2016-06-28,175.0
2016-06-29,158.0
2016-06-30,148.0
2016-07-01,138.0
2016-07-02,129.0
2016-07-03,127.0
2016-07-04,125.0
2016-07-05,124.0
2016-07-06,123.0
2016-07-07,122.0
2016-07-08,120.0
2016-07-09,118.0
2016-07-10,116.0
2016-07-11,115.0
2016-07-12,122.0
2016-07-13,180.0
2016-07-14,165.0
2016-07-15,173.0
2016-07-16,203.0
2016-07-17,214.0
2016-07-18,208.0
2016-07-19,193.0
2016-07-20,175.0
2016-07-21,163.0
2016-07-22,149.0
2016-07-23,142.0
2016-07-24,137.0
2016-07-25,129.0
2016-07-26,123.0
2016-07-27,119.0
2016-07-28,116.0
2016-07-29,114.0
2016-07-30,113.0
2016-07-31,112.0
2016-08-01,111.0
2016-08-02,110.0
2016-08-03,109.0
2016-08-04,107.0
2016-08-05,106.0
2016-08-06,105.0
2016-08-07,104.0
2016-08-08,114.0
2016-08-09,128.0
2016-08-10,130.0
2016-08-11,127.0
2016-08-12,125.0
2016-08-13,119.0
2016-08-14,117.0
2016-08-15,115.0
2016-08-16,116.0
2016-08-17,141.0
2016-08-18,144.0
2016-08-19,148.0
2016-08-20,165.0
2016-08-21,275.0
2016-08-22,325.0
2016-08-23,305.0
2016-08-24,275.0
2016-08-25,250.0
2016-08-26,215.0
2016-08-27,173.0
2016-08-28,146.0
2016-08-29,136.0
2016-08-30,136.0
2016-08-31,149.0
2016-09-01,135.0
2016-09-02,129.0
2016-09-03,124.0
2016-09-04,255.0
2016-09-05,275.0
2016-09-06,259.0
2016-09-07,243.0
2016-09-08,228.0
2016-09-09,205.0
2016-09-10,185.0
2016-09-11,165.0
2016-09-12,148.0
2016-09-13,141.0
2016-09-14,133.0
2016-09-15,120.0
2016-09-16,122.0
2016-09-17,125.0
2016-09-18,123.0
2016-09-19,121.0
2016-09-20,118.0
2016-09-21,116.0
2016-09-22,113.0
2016-09-23,111.0
2016-09-24,110.0
2016-09-25,109.0
2016-09-26,108.0
2016-09-27,106.0
2016-09-28,105.0
2016-09-29,105.0
2016-09-30,103.0
2016-10-01,107.0
2016-10-02,106.0
2016-10-03,105.0
2016-10-04,104.0
2016-10-05,103.0
2016-10-06,112.0
2016-10-07,128.0
2016-10-08,126.0
2016-10-09,124.0
2016-10-10,120.0
2016-10-11,118.0
2016-10-12,117.0
2016-10-13,142.0
2016-10-14,143.0
2016-10-15,139.0
2016-10-16,136.0
2016-10-17,139.0
2016-10-18,140.0
2016-10-19,165.0
2016-10-20,150.0
2016-10-21,275.0
2016-10-22,284.0
2016-10-23,275.0
2016-10-24,255.0
2016-10-25,235.0
2016-10-26,210.0
2016-10-27,167.0
2016-10-28,142.0
2016-10-29,133.0
2016-10-30,126.0
2016-10-31,121.0
2016-11-01,119.0
2016-11-02,116.0
2016-11-03,115.0
2016-11-04,116.0
2016-11-05,114.0
2016-11-06,112.0
2016-11-07,110.0
2016-11-08,108.0
2016-11-09,155.0
2016-11-10,165.0
2016-11-11,175.0
2016-11-12,188.0
2016-11-13,169.0
2016-11-14,163.0
2016-11-15,154.0
2016-11-16,149.0
2016-11-17,142.0
2016-11-18,129.0
2016-11-19,124.0
2016-11-20,119.0
2016-11-21,113.0
2016-11-22,110.0
2016-11-23,108.0
2016-11-24,107.0
2016-11-25,105.0
2016-11-26,103.0
2016-11-27,102.0
2016-11-28,103.0
2016-11-29,106.0
2016-11-30,104.0
2016-12-01,102.0
2016-12-02,108.0
2016-12-03,106.0
2016-12-04,107.0
2016-12-05,109.0
2016-12-06,110.0
2016-12-07,109.0
2016-12-08,106.0
2016-12-09,115.0
2016-12-10,135.0
2016-12-11,135.0
2016-12-12,164.0
2016-12-13,148.0
2016-12-14,139.0
2016-12-15,135.0
2016-12-16,129.0
2016-12-17,123.0
2016-12-18,117.0
2016-12-19,109.0
2016-12-20,108.0
2016-12-21,117.0
2016-12-22,119.0
2016-12-23,114.0
2016-12-24,110.0
2016-12-25,108.0
2016-12-26,106.0
2016-12-27,104.0
2016-12-28,102.0
2016-12-29,106.0
2016-12-30,125.0
2016-12-31,144.0
2017-01-01,148.0
2017-01-02,125.0
2017-01-03,128.0
2017-01-04,143.0
2017-01-05,137.0
2017-01-06,129.0
2017-01-07,123.0
2017-01-08,135.0
2017-01-09,155.0
2017-01-10,168.0
2017-01-11,158.0
2017-01-12,145.0
2017-01-13,125.0
2017-01-14,114.0
2017-01-15,109.0
2017-01-16,105.0
2017-01-17,115.0
2017-01-18,128.0
2017-01-19,138.0
2017-01-20,134.0
2017-01-21,139.0
2017-01-22,133.0
2017-01-23,128.0
2017-01-24,128.0
2017-01-25,147.0
2017-01-26,152.0
2017-01-27,168.0
2017-01-28,159.0
2017-01-29,153.0
2017-01-30,155.0
2017-01-31,163.0
2017-02-01,159.0
2017-02-02,165.0
2017-02-03,161.0
2017-02-04,157.0
2017-02-05,157.0
2017-02-06,173.0
2017-02-07,163.0
2017-02-08,145.0
2017-02-09,134.0
2017-02-10,128.0
2017-02-11,143.0
2017-02-12,191.0
2017-02-13,205.0
2017-02-14,200.0
2017-02-15,203.0
2017-02-16,188.0
2017-02-17,185.0
2017-02-18,165.0
2017-02-19,158.0
2017-02-20,147.0
2017-02-21,131.0
2017-02-22,126.0
2017-02-23,121.0
2017-02-24,117.0
2017-02-25,111.0
2017-02-26,113.0
2017-02-27,119.0
2017-02-28,124.0
2017-03-01,123.0
2017-03-02,120.0
2017-03-03,121.0
