id.horEstacao,id.horDataHora,horQChuva,horChuva,horQNivelAdotado,horNivelAdotado,horQVazao,horVazao
253549130,2020-05-18T16:30:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-18T16:45:00.000+0000,0.0,0.0,0.0,90.0,,
253549130,2020-05-18T17:00:00.000+0000,0.0,0.0,0.0,90.0,,
253549130,2020-05-18T17:15:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T17:30:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T17:45:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T18:00:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T18:15:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T18:30:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T18:45:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T19:00:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T19:15:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T19:30:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T19:45:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T20:00:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T20:15:00.000+0000,0.0,0.0,,,,
253549130,2020-05-18T20:30:00.000+0000,0.0,0.0,0.0,89.0,,
253549130,2020-05-18T20:45:00.000+0000,0.0,0.0,0.0,90.0,,
253549130,2020-05-18T21:00:00.000+0000,0.0,0.0,0.0,90.0,,
253549130,2020-05-18T21:15:00.000+0000,0.0,0.0,0.0,90.0,,
253549130,2020-05-18T21:30:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-18T21:45:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-18T22:00:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-18T22:15:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-18T22:30:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-18T22:45:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-18T23:00:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-18T23:15:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-18T23:30:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-18T23:45:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T00:00:00.000+0000,0.0,0.0,0.0,92.0,,
